fire_name,county,cost,burnt_acres,startDate,finishDate,latitude,longitude,injuries,destroyedStructures,threatenedStructures,airtankers,dozers,fireEngines,firePersonnel,fireCrews,helicopters,waterTenders,meanTemp,maxTemp,minTemp,dewPoint,avgHumidity,maxHumidity,minHumidity,fire,maxWind
Rush Fire Incident Information: ,Lassen,,315577,8/12/12 18:42,8/30/12 07:30,40.9515824,-120.4794363,,,,,,,,,,,72,99,45,28,26,45,7,1,27
Quail Fire Incident Information: ,San Bernardino,,297,8/12/12 14:17,8/18/12 08:00,33.9265764,-116.1872155,,,,,,,,,,,93,108,82,52,26,37,16,1,34
Salmon Fire Incident Information: ,El Dorado,,108,8/15/12 15:00,8/16/12 08:00,38.7734401,-121.0826581,,,,,,,,,,,88,97,79,52,31,42,22,1,19
Sand Fire Incident Information: ,El Dorado,,24,8/16/12 15:54,8/17/12 13:15,38.54645963,-120.5474495,,,,,,,,,,,75,95,57,48,46,77,15,1,16
SHU August Lightning Fires Incident Information: ,Shasta,,204,8/18/12 10:50,8/22/12 18:40,40.5865396,-122.3916754,1,,,,2,8,230,10,2,3,75,95,57,43,32,59,14,1,16
Ponderosa Fire Incident Information: ,Tehama,,27676,8/18/12 11:37,8/31/12 18:00,39.79005663,-122.831255,7,139,0,,8,60,1068,31,1,35,88,100,75,55,35,60,10,1,26
Vista Fire Incident Information: ,Riverside,,500,8/20/12 11:52,8/20/12 20:00,33.6319695,-117.0550728,,,,4,,28,220,,4,2,79,93,63,61,53,78,32,1,24
Barry Point Fire Incident Information: ,Modoc,,93071,8/6/12 16:17,8/28/12 09:20,41.9520566,-120.4236161,,,,,,,,,,,70,95,45,32,39,71,7,1,40
Antelope Fire Incident Information: ,Modoc,,650,8/21/12 13:47,8/28/12 09:30,36.31987681,-120.7498608,,,,,,,,,,,,,,,,,,1,0
Telegraph Fire Incident Information: ,Ventura,,75,8/26/12 08:25,8/27/12 16:00,34.25717003,-116.6721875,,,,,,,,,,,,91,61,,,,,1,0
Elk Fire Incident Information: ,Glenn,,125,8/29/12 16:40,8/29/12 19:25,39.611468,-122.5304009,,,,,,,,,,,75,93,59,36,27,45,9,1,13
Bitter Fire Incident Information: ,San Luis Obispo,,80,8/31/12 14:18,8/31/12 17:30,35.557239,-120.107443,,,,,,,,,,,68,82,54,50,62,93,30,1,34
Spanish Fire Incident Information: ,Humboldt,,133,8/31/12 23:16,9/3/12 18:15,40.66261013,-123.4986773,,,,,,,,,,,55,57,54,52,91,100,77,1,14
Power Fire Incident Information: ,Shasta,,240,9/1/12 13:45,9/4/12 20:00,40.8751606,-121.7123587,,10,,,1,5,25,1,1,5,72,88,54,45,51,83,18,1,19
Williams Fire Incident Information: ,Los Angeles,,315,9/2/12 17:52,9/4/12 10:45,34.1352507,-117.902128,,,,,,,,,,,68,93,43,43,45,80,17,1,24
Galley Fire Incident Information: ,Tulare,,86,9/3/12 04:30,9/3/12 18:15,35.24480812,-118.2098904,,,,,,,,,,,75,99,54,21,15,31,4,1,26
Slides Fire Incident Information: ,Tulare,,254,9/2/12 13:36,9/5/12 21:00,35.68458446,-118.8393722,,,,,,,,,,,75,90,63,48,42,60,24,1,21
16 Complex Incident Information: ,Colusa,,17944,9/4/12 15:45,9/11/12 06:30,39.12700687,-122.525804,6,,,,8,37,980,31,10,10,73,97,48,43,42,74,9,1,23
27 Fire Incident Information: ,Yolo,,127,9/4/12 15:00,9/5/12 07:30,34.1407174,-117.3256622,,,,,,,,,,,77,95,59,50,45,87,12,1,26
Creek Fire Incident Information: ,Shasta,,70,9/4/12 15:45,9/5/12 07:30,38.49929302,-120.5027684,,,,,,,,,,,75,95,55,36,29,48,11,1,14
Salt Fire Incident Information: ,Calaveras,,84,9/5/12 09:30,9/5/12 18:00,38.35497712,-119.2560147,,,,,1,5,50,2,1,1,61,81,43,36,39,63,20,1,23
Stafford Fire Incident Information: ,Trinity,,4407,9/5/12 14:40,9/13/12 19:15,39.81490933,-123.1149884,3,,,,3,22,513,11,1,17,,,,,,,,1,0
Likely Fire Incident Information: ,Lassen,,9838,9/5/12 11:25,9/15/12 06:15,34.38739007,-121.2452645,,,,,,,,,,,,,,,,,,1,0
Scotts Fire Incident Information: ,Lake,,4618,9/7/12 13:10,9/14/12 18:45,39.0612883,-123.0563914,5,,,,1,30,504,15,,8,66,91,43,41,47,83,11,1,24
Bagley Fire Incident Information: ,Shasta,,46011,9/5/12 14:40,9/15/12 20:00,41.0207132,-121.911107,,,,,,,,,,,64,88,43,32,34,62,12,1,11
North Pass Fire Incident Information: ,Mendocino,,41983,8/18/12 02:47,9/17/12 12:00,39.82518,-123.092972,,,,,,,,,,,,,,,,,,1,0
Ward Fire Incident Information: ,Shasta,,550,9/11/12 00:50,9/11/12 10:30,34.0589609,-118.3495994,,,,,,,,,,,,86,59,,,,,1,0
Michal Fire Incident Information: ,Calaveras,,23,9/11/12 12:16,9/12/12 14:00,38.2037694,-120.5596563,,1,,,,1,3,,,,72,90,55,43,40,67,17,1,18
Iron Fire  Incident Information: ,Shasta,,58,9/12/12 11:22,9/12/12 18:15,40.6415397,-122.4569406,,,,,,,,,,,70,95,45,36,39,71,11,1,11
Cheney Fire Incident Information: ,Lassen,,230,9/13/12 13:15,9/15/12 18:15,40.390398,-120.7166295,2,,,,1,13,128,4,,2,,79,41,,,,,1,0
Truck Fire Incident Information: ,Riverside,,35,9/14/12 19:00,9/15/12 16:15,33.94470139,-117.2806024,,,,,,,,,,,81,108,54,48,47,96,8,1,19
Rock Fire Incident Information: ,El Dorado,,45,9/15/12 17:26,9/17/12 19:00,38.773362,-120.8137792,,,,,,,,,,,81,91,68,43,28,38,17,1,16
Coal Fire Incident Information: ,Shasta,,241,9/21/12 15:27,9/23/12 14:30,36.79856873,-119.0277388,,,,,,,,,,,79,93,64,48,37,56,17,1,16
Shockey Fire Incident Information: ,San Diego,,2556,9/23/12 12:16,9/27/12 06:45,32.6321485,-116.4335743,4,38,,,2,45,749,24,,1,75,97,55,37,31,52,10,1,37
Concow Fire Incident Information: ,Butte,,60,9/26/12 15:10,9/27/12 20:00,36.32277825,-119.3995164,,,,,3,20,120,8,,4,81,95,64,46,35,52,17,1,13
Range Fire Incident Information: ,Riverside,,364,9/29/12 18:10,10/1/12 18:30,33.49774461,-117.7366626,,,,,,,,,,,72,91,52,48,51,83,21,1,0
Christmas Fire Incident Information: ,Riverside,,27,9/29/12 16:46,9/29/12 22:00,33.52983575,-116.7522286,,,,,,,,,,,,81,54,,,,,1,0
Flynn Fire Incident Information: ,Mendocino,,195,10/1/12 14:20,10/4/12 18:15,39.40502955,-123.5852628,1,10,,,5,39,563,20,1,9,77,102,50,37,39,71,7,1,23
Sand Fire Incident Information: ,El Dorado,,15,10/2/12 23:35,10/3/12 08:15,38.646734,-120.6914924,,,,,,,,,,,81,93,70,39,24,33,15,1,19
Arrow Complex Incident Information: ,Del Norte,,90,10/4/12 02:22,10/6/12 08:00,41.69759048,-123.8157843,,,,4,2,35,707,27,2,6,54,59,50,54,96,100,62,1,10
Lookout Fire Incident Information: ,Santa Barbara,,,10/17/12 07:49,10/17/12 16:45,34.4162768,-119.6920172,,,,,,,,,,,72,84,57,54,51,72,29,1,16
29 Fire Incident Information: ,Lake,,300,10/18/12 14:44,10/20/12 19:00,38.91147,-122.612434,,24,,,3,34,363,16,2,4,66,91,43,46,53,87,19,1,27
Devore Fire Incident Information: ,San Bernardino,,,11/5/12 10:55,11/6/12 08:15,37.29011189,-118.7965255,,,,,,,,,,,55,79,34,19,31,51,11,1,19
Creek Fire Incident Information: ,San Luis Obispo,,100,11/13/12 02:15,11/15/12 08:15,35.2723111,-120.8867814,,,0,,,9,145,6,,1,,57,50,,,,,1,0
Becks Fire Incident Information: ,Lake,,296,1/22/13 11:08,1/23/13 10:15,38.9752612,-122.8412941,,,,,,,,,,,45,61,28,34,71,100,42,1,14
River Fire Incident Information: ,Inyo,,406,2/24/13 08:16,2/28/13 20:00,36.60223836,-118.6320899,2,0,0,,1,1,78,5,,2,,,,,,,,1,0
Jurupa Fire Incident Information: ,Riverside,,311,2/28/13 16:43,3/2/13 19:00,33.74406717,-116.8880773,,,,,,,,,,,,57,37,,,,,1,0
Butte Fire Incident Information: ,Fresno,,80,4/9/13 12:35,4/9/13 15:30,36.83231928,-120.2059544,,,,,,,,,,,59,75,43,34,45,71,19,1,29
Fawnskin Fire Incident Information: ,San Bernardino,,30,4/20/13 17:30,4/22/13 09:00,35.1322905,-119.4006493,,,,,,,,,,,70,84,54,36,29,42,16,1,19
Gold Fire Incident Information: ,Madera,,274,4/30/13 12:59,5/1/13 07:00,37.34418964,-120.8395256,,,,,,,,,,,73,86,63,37,38,60,16,1,39
Silverado Fire Incident Information: ,Napa,,75,4/30/13 23:44,5/1/13 17:15,38.4389084,-122.3503081,,,,,,,,,,,64,81,48,45,60,86,33,1,26
Yellow Fire Incident Information: ,Sonoma,,125,5/1/13 02:01,5/3/13 06:15,38.50926687,-122.5866573,,,,,1,5,117,6,1,3,72,90,52,28,40,71,9,1,53
Panther Fire Incident Information: ,Tehama,,6965,5/1/13 09:12,5/9/13 09:00,39.89493062,-121.9741282,6,,,,11,50,821,29,1,9,68,88,48,19,20,82,6,1,40
Cedar Fire Incident Information: ,Butte,,72,5/1/13 04:16,5/4/13 19:00,35.86740847,-117.6064586,,,,,2,3,44,,,,75,84,68,,,,,1,66
Summit Fire Incident Information: ,Riverside,,3166,5/1/13 12:38,5/4/13 18:30,33.68085759,-116.2521173,2,1,,,2,24,377,17,3,7,81,97,64,18,27,51,3,1,29
306 Fire Incident Information: ,Glenn,,217,5/1/13 19:00,5/5/13 18:00,39.57319524,-122.3656235,,,,,1,2,33,2,1,2,68,88,48,19,20,82,6,1,40
Springs Fire Incident Information: ,Ventura,,24251,5/2/13 07:01,5/11/13 06:30,34.2051216,-118.9863625,10,22,,,8,5,121,6,11,11,,73,52,,,,,1,0
Tres Pinos Fire Incident Information: ,San Benito,,354,5/3/13 11:42,5/3/13 18:45,36.297024,-120.667306,,,,,,,,,,,,,,,,,,1,0
Gorgonio Fire Incident Information: ,Riverside,,510,5/4/13 11:43,5/5/13 18:45,33.7467172,-116.7148995,,,,,,,,,,,,72,46,,,,,1,0
Ranger Fire Incident Information: ,Madera,,15,5/12/13 13:02,5/13/13 09:00,37.06564111,-120.7147278,,,,,,,,,,,81,99,61,52,47,78,16,1,29
Lytle Fire Incident Information: ,San Bernardino,,75,5/13/13 13:30,5/15/13 08:15,34.1858448,-117.4391141,1,1,,,,21,42,13,,4,75,99,54,48,41,86,18,1,26
Grand Fire Incident Information: ,Kern,,4346,5/15/13 12:50,5/21/13 19:45,34.38128542,-119.2728218,4,,,,1,34,847,29,1,12,64,73,55,52,62,75,49,1,23
54 Fire Incident Information: ,Riverside,,40,5/16/13 13:48,5/17/13 08:30,33.60056271,-116.978311,,,,2,1,19,65,,,,,75,50,,,,,1,0
Lake Fire Incident Information: ,Los Angeles,,712,5/17/13 13:23,5/18/13 19:00,34.4952568,-118.6227295,,,,,,,,,,,,73,54,,,,,1,0
Lilly 2 Fire Incident Information: ,Madera,,91,5/19/13 15:07,5/20/13 19:10,37.2090073,-119.7869769,,1,,2,2,24,,6,2,2,73,88,61,43,42,64,19,1,23
Cottontail Fire Incident Information: ,San Luis Obispo,,35,5/20/13 15:45,5/20/13 19:10,35.4862279,-120.9124404,,,,,,,,,,,,55,46,,,,,1,0
Cherry Fire Incident Information: ,Riverside,,25,5/20/13 13:47,5/20/13 18:50,33.97804495,-116.0942501,,,,,,,,,,,75,88,64,19,13,22,6,1,27
Water Fire Incident Information: ,Riverside,,90,5/21/13 14:16,5/21/13 19:30,33.987776,-116.655673,,,,,,,,,,,,77,50,,,,,1,0
Neal Fire Incident Information: ,Butte,,150,5/22/13 00:56,5/22/13 09:30,39.704162,-121.6821766,,,,,2,17,60,,,4,57,72,46,23,30,40,8,1,39
Border Fire Incident Information: ,San Diego,,100,5/22/13 16:14,5/23/13 08:30,32.582041,-116.9187486,,,,,,,,,,,61,79,41,39,44,80,8,1,34
San Felipe Fire Incident Information: ,San Diego,,2781,5/23/13 12:20,5/26/13 17:45,38.14333015,-116.3153369,5,,,1,3,10,341,14,1,19,52,70,34,3,14,28,7,1,35
Smiley Fire Incident Information: ,Riverside,,124,5/25/13 14:59,5/25/13 23:00,33.51450253,-116.4692145,,,,,,,,,,,,68,52,,,,,1,0
Homestead Fire Incident Information: ,San Luis Obispo,,50,5/25/13 17:35,5/25/13 18:45,35.5106422,-120.6381351,,,,,,,,,,,,55,48,,,,,1,0
General Fire Incident Information: ,San Diego,,1271,5/26/13 12:04,5/31/13 06:15,33.0931699,-116.4854377,6,,0,7,5,5,245,8,8,7,54,73,34,39,59,92,25,1,34
White Fire Incident Information: ,Santa Barbara,,1984,5/27/13 14:45,5/30/13 19:30,34.5754323,-119.9587994,,,,,,,,,,,66,82,52,45,61,94,17,1,47
Magic Fire Incident Information: ,Los Angeles,,149,5/28/13 11:30,5/29/13 15:30,34.4253305,-118.5972191,,,,,,,,,,,,77,54,,,,,1,0
Olive Fire Incident Information: ,Santa Barbara,,170,5/28/13 15:24,5/29/13 10:30,34.23721226,-119.9057967,,,,,,,,,,,66,81,52,50,67,94,32,1,40
Shelton Fire Incident Information: ,San Joaquin,,303,5/30/13 11:20,5/30/13 13:25,37.6387078,-121.4017783,,,,,,,,,,,61,68,52,48,68,83,52,1,32
Branch Fire Incident Information: ,San Luis Obispo,,500,6/1/13 17:27,6/3/13 18:30,35.1898639,-119.8632972,,,,,,,,,,,64,81,48,48,65,93,37,1,23
Murphy Fire Incident Information: ,Tuolumne,,100,6/2/13 13:30,6/2/13 16:55,38.13816893,-120.4577407,,,,,,,,,,,75,95,55,45,39,72,14,1,14
Lone Fire Incident Information: ,Butte,,298,6/3/13 13:49,6/3/13 20:00,39.4341952,-121.5768094,,9,,4,3,26,,3,2,4,79,97,59,52,46,68,17,1,21
152 Fire Incident Information: ,Merced,,124,6/4/13 15:42,6/5/13 08:30,37.056069,-121.1137544,,,,,,,,,,,61,72,52,52,75,94,53,1,34
Lake Fire Incident Information: ,Lake,,30,6/5/13 16:05,6/6/13 07:00,38.9921545,-122.7034047,,,,,,,,,,,63,73,52,50,73,96,49,1,24
Vasco Fire Incident Information: ,Alameda,,240,6/8/13 10:16,6/8/13 13:25,37.7462809,-121.7254414,,,,,,,,,,,79,97,57,54,52,80,24,1,32
Viper Fire Incident Information: ,Riverside,,42,6/8/13 15:37,6/8/13 19:00,33.66887821,-116.7415591,,,,,,,,,,,,77,52,,,,,1,0
Powerhouse Fire Incident Information: ,Los Angeles,,30274,5/30/13 15:28,6/8/13 18:30,34.3166568,-118.0057774,,,,,,,,,,,,77,54,,,,,1,0
Hathaway Fire Incident Information: ,Riverside,,,6/9/13 12:30,6/9/13 16:45,33.42122447,-116.8672254,,,,,,,,,,,,77,52,,,,,1,0
Sonoma-Lake-Napa Unit Lightning Fires Incident Information: ,Sonoma,,28,6/10/13 00:46,6/14/13 15:45,38.29227574,-122.6941719,,,,,,,,,,,63,70,54,52,71,86,55,1,35
Roadrunner Fire Incident Information: ,Amador,,96,6/12/13 16:43,6/13/13 09:45,38.2788617,-120.9687301,,,,,,,,,,,72,88,57,46,45,72,18,1,23
Revis Fire Incident Information: ,Madera,,75,6/12/13 16:40,6/14/13 16:30,37.1612486,-119.7482181,,,,,2,7,41,6,,3,82,97,66,48,39,63,14,1,34
Daves Fire Incident Information: ,Glenn,,226,6/12/13 15:17,6/17/13 09:00,39.5236649,-122.5307214,,,,,,,,,,,,,,,,,,1,0
PFE Fire Incident Information: ,Placer,,237,6/13/13 11:28,6/13/13 14:15,38.7288871,-121.3924854,,,,,,,,,,,66,81,54,39,37,67,14,1,14
Clinton Fire Incident Information: ,Fresno,,108,6/13/13 11:54,6/13/13 21:30,36.772013,-119.6278959,,,,,,,,,,,75,90,61,39,30,46,14,1,34
Michelle Fire Incident Information: ,Fresno,,35,6/13/13 15:54,6/13/13 21:30,36.34688808,-120.2546486,,,,,,,,,,,73,88,61,37,28,39,16,1,32
Palmyrita Fire Incident Information: ,Riverside,,40,6/14/13 13:47,6/15/13 08:00,33.48027078,-117.3945764,,,,,,,,,,,64,82,48,55,81,100,44,1,0
Carstens Fire Incident Information: ,Mariposa,,1708,6/16/13 14:12,6/26/13 11:15,37.80563127,-119.7360785,1,,,,,,112,2,,4,54,75,34,19,28,48,8,1,19
Rolling Fire Incident Information: ,Madera,,482,6/16/13 18:17,6/18/13 19:30,36.8545253,-119.7903738,,1,,,,,,,,,79,95,63,45,37,56,18,1,32
Sierra Fire Incident Information: ,Fresno,,46,6/17/13 14:41,6/19/13 08:45,37.036791,-119.4549618,,,,,,,,,,,81,93,64,46,33,52,14,1,35
California Fire Incident Information: ,Solano,,124,6/18/13 15:18,6/18/13 22:30,38.1149067,-122.188371,,,,,,,,,,,64,75,52,48,66,93,38,1,52
Mount Fire Incident Information: ,Lake,,25,6/20/13 14:29,6/20/13 13:15,39.10272779,-122.7728907,,,,,,,,,,,63,81,46,41,49,80,17,1,29
George Fire Incident Information: ,Fresno,,150,6/25/13 13:36,6/25/13 17:15,36.05959702,-119.6806874,,,,,,,,,,,75,91,63,52,42,59,28,1,21
Mills Fire Incident Information: ,San Bernardino,,534,6/28/13 14:30,7/1/13 06:00,36.097204,-118.0888444,,1,,,2,1,20,12,1,2,90,102,79,,,,,1,27
Freeman Fire Incident Information: ,Monterey,,105,6/29/13 14:09,6/29/13 18:30,36.1468251,-121.0062101,,,,,,,,,,,,57,50,,,,,1,0
Kirker Fire Incident Information: ,Contra Costa,,492,7/1/13 13:19,7/1/13 18:40,37.80118424,-121.831913,,,,,,,,,,,73,91,55,57,65,93,37,1,26
Concord Fire Incident Information: ,Contra Costa,,274,7/1/13 15:41,7/1/13 18:30,38.00030074,-121.8438372,,,,,,,,,,,73,91,55,57,65,93,37,1,26
Northern Region July Lightning Incident Information: ,Orange,,754,7/2/13 12:00,7/4/13 10:45,33.5415413,-117.7798538,,,,,,,,,,,75,88,63,63,66,93,44,1,0
Fox Fire (formally 3-7 Fire) Incident Information: ,Modoc,,502,7/3/13 22:56,7/5/13 18:30,41.1941359,-120.9442135,,,,,,,,,,,81,99,63,52,45,73,17,1,45
Vina Fire Incident Information: ,Tehama,,200,7/4/13 07:30,7/4/13 10:30,40.012077,-122.079839,,,,,,,,,,,99,111,86,48,24,37,9,1,37
Grant Fire Incident Information: ,Alameda,,50,7/4/13 10:00,7/4/13 11:30,37.73425701,-122.1472595,,,,,,,,,,,73,84,61,57,65,87,43,1,29
Fallon Fire Incident Information: ,Alameda,,38,7/6/13 13:09,7/6/13 14:30,37.66124509,-121.6104931,,,,,,,,,,,70,81,55,50,58,86,30,1,34
Chariot Fire Incident Information: ,San Diego,,7055,7/6/13 12:55,7/15/13 06:15,33.12969976,-120.8299467,12,158,,,24,4,146,1,2,2,,,,,,,,1,0
Adelaida Fire Incident Information: ,San Luis Obispo,,85,7/7/13 13:16,7/7/13 22:00,35.645236,-120.802497,,,,,,,,,,,,57,50,,,,,1,0
McGanney Fire Incident Information: ,Yuba,,73,7/8/13 09:59,7/8/13 17:30,39.204101,-121.2984054,,,,,,,,,,,79,91,66,46,34,53,17,1,16
Kyburz Fire Incident Information: ,El Dorado,,572,7/8/13 12:45,7/11/13 18:30,38.7766689,-120.270605,,,,,,,,,,,64,84,46,30,38,65,10,1,32
Fiddler Fire Incident Information: ,Shasta,,43,7/9/13 11:59,7/9/13 15:00,37.92860816,-120.7157775,,,,,,,,,,,84,106,64,50,41,64,12,1,19
Uvas Fire Incident Information: ,Santa Clara,,50,7/12/13 13:09,7/12/13 17:45,37.1477776,-121.7746411,,,,,,,,,,,66,82,50,52,72,100,32,1,37
Diablo Fire Incident Information: ,Stanislaus,,150,7/12/13 15:35,7/13/13 21:45,37.4259192,-121.2251541,,,,,,,,,,,66,82,50,52,72,100,32,1,37
Redlands Fire Incident Information: ,Riverside,,150,7/16/13 17:48,7/17/13 07:45,33.9926618,-117.1537698,,,,,,,,,,,70,90,52,52,52,86,23,1,0
Tassajara Fire Incident Information: ,Monterey,,213,7/17/13 13:23,7/17/13 19:30,36.2335775,-121.5503526,,,,,,,,,,,61,64,55,54,80,93,67,1,24
Rancho Fire Incident Information: ,Kern,,712,7/19/13 12:00,7/22/13 18:45,35.46041798,-118.647434,5,0,,,3,2,60,2,1,4,86,99,73,43,26,38,14,1,21
Paskenta Fire Incident Information: ,Tehama,,195,7/19/13 13:32,7/19/13 15:00,39.9276572,-122.1791556,,,,,,,,,,,81,97,66,48,35,52,18,1,14
50 Fire Incident Information: ,El Dorado,,163,7/19/13 14:12,7/19/13 17:15,38.83983224,-120.1131592,,,,,,,,,,,81,100,59,32,22,48,5,1,26
Heacock Fire Incident Information: ,Riverside,,40,7/19/13 16:21,7/20/13 19:30,33.9558268,-117.2439504,,,,,,,,,,,72,86,59,61,68,97,42,1,0
Gilman Fire Incident Information: ,Riverside,,15,7/19/13 17:31,7/19/13 19:30,33.56065783,-117.4606138,,,,,,,,,,,72,86,59,61,68,97,42,1,0
Chuckwagon Fire Incident Information: ,Calaveras,,31,7/22/13 12:34,7/23/13 15:10,37.9659561,-120.696231,,,,,,,,,,,77,90,63,55,54,73,34,1,24
Water Fire Incident Information: ,Kern,,612,7/23/13 09:15,7/25/13 18:30,34.8013678,-118.8753743,,,,,,,,,,,,88,61,,,,,1,0
Pratt Fire Incident Information: ,Mendocino,,45,7/23/13 13:29,7/23/13 16:00,38.9785495,-123.0647506,,,,,,,,,,,66,77,57,55,67,87,46,1,21
Silverwood Fire Incident Information: ,San Bernardino,,75,7/25/13 15:09,7/26/13 18:15,34.5798823,-118.1277584,,,,,,,,,,,,88,61,,,,,1,0
Lakeville Fire Incident Information: ,Sonoma,,158,7/26/13 13:45,7/26/13 17:45,38.80069601,-122.7910528,,,,,,,,,,,55,59,52,54,99,100,88,1,14
Flume Fire Incident Information: ,San Diego,,25,7/28/13 09:43,7/28/13 17:50,32.6118148,-116.7071269,,,,,,,,,,,70,90,50,46,48,77,18,1,34
Trout Fire Incident Information: ,Siskiyou,,40,7/31/13 15:25,7/31/13 19:25,39.71215023,-122.9940831,,,,,,,,,,,,,,,,,,1,0
Salmon River Complex Incident Information: ,Siskiyou,,14754,7/31/13 22:00,8/31/13 06:45,41.3010817,-123.1380418,,,,,,,,,,,73,90,57,37,32,55,13,1,23
Branch Fire Incident Information: ,Butte,,92,8/1/13 16:01,8/4/13 14:45,37.77216227,-119.24792,2,,,,,4,80,4,,3,57,79,37,25,32,70,9,1,40
Mountain Fire Incident Information: ,Riverside,,27531,7/15/13 13:43,7/30/13 18:00,33.7044168,-116.7249943,,,,,,,,,,,,90,59,,,,,1,0
Orleans Complex Incident Information: ,Humboldt,,,8/3/13 08:00,8/3/13 15:00,41.3828535,-123.4936543,,,,,,,,,,,,,,,,,,1,0
Relay Fire Incident Information: ,Riverside,,60,8/4/13 16:29,8/4/13 18:00,33.9143734,-116.9957742,,,,,,,,,,,66,84,50,57,83,100,40,1,23
Honey Fire Incident Information: ,Shasta,,34,8/4/13 18:00,8/5/13 08:17,40.5028033,-122.4493408,,,,,,,,,,,70,91,48,37,37,76,12,1,11
Power Fire Incident Information: ,Tuolumne,,1070,8/5/13 06:00,8/14/13 08:30,38.2353098,-120.0036617,,,,,,,,,,,61,86,37,19,21,35,7,1,19
Falls Fire Incident Information: ,Riverside,,1383,8/5/13 10:10,8/9/13 18:45,33.6254232,-117.4261614,,,,,,,,,,,72,86,55,57,71,100,33,1,24
Tram Fire Incident Information: ,Riverside,,60,8/6/13 13:39,8/8/13 09:00,33.8583232,-116.5573935,,,,,,,,,,,,91,61,,,,,1,0
Indian Fire Incident Information: ,Lake,,38,8/7/13 12:35,8/7/13 18:30,38.86448861,-123.2660771,,,,,,,,,,,63,70,54,54,76,93,59,1,21
Silver Fire Incident Information: ,Riverside,0.9999,20292,8/7/13 14:05,8/12/13 18:00,33.38454464,-117.5619639,26,112,,,4,40,834,30,9,9,66,84,52,55,78,100,34,1,24
Sharp Fire Incident Information: ,San Bernardino,,243,8/8/13 12:15,8/13/13 23:45,35.68480732,-118.6132129,,,,,,,,,,,79,91,64,48,42,67,16,1,23
Coyote Fire Incident Information: ,Lassen,,97,8/9/13 15:51,8/12/13 09:30,34.81296717,-120.59268,,,,,,,,,,,66,79,55,52,69,88,36,1,26
American Fire Incident Information: ,Placer,,27440,8/10/13 16:30,8/30/13 08:00,39.1021234,-120.6707629,,,,,,,,,,,72,84,61,48,47,64,29,1,16
Bee Fire Incident Information: ,Los Angeles,,100,8/9/13 17:15,8/11/13 19:15,34.5361733,-118.5272372,,,,,,,,,,,,90,63,,,,,1,0
Corral Complex Incident Information: ,Humboldt,,12503,8/10/13 11:40,8/12/13 12:00,41.0399112,-123.5537328,,,,,,,,,,,55,63,52,54,93,100,77,1,13
Cloverdale Fire Incident Information: ,Shasta,,27,8/14/13 15:37,8/14/13 20:35,37.59551727,-122.5687245,,,,,,,,,,,75,90,59,52,51,78,23,1,26
Cottonwood Fire Incident Information: ,Siskiyou,,50,8/15/13 14:40,8/15/13 17:00,41.931354,-122.5880926,,,,,,,,,,,75,93,57,50,44,64,24,1,27
Union Fire Incident Information: ,El Dorado,,116,8/16/13 13:55,8/16/13 17:55,37.49815032,-120.8563126,,1,,,,,,,,,86,100,70,57,43,68,18,1,24
Swedes Fire Incident Information: ,Butte,,2462,8/16/13 16:37,8/22/13 18:00,39.5137752,-121.556359,5,8,,,4,15,479,14,9,6,81,97,64,55,48,82,19,1,19
Pierce Fire Incident Information: ,Riverside,,40,8/16/13 13:31,8/16/13 21:00,33.5693261,-116.1125097,,,,,,,,,,,99,115,82,52,26,40,12,1,26
Double Fire Incident Information: ,Lake,,70,8/16/13 17:57,8/18/13 18:30,39.0161541,-122.4903565,,,,,4,10,,2,,5,73,91,55,57,65,100,29,1,26
Bridges Fire Incident Information: ,Calaveras,,46,8/17/13 10:11,8/19/13 07:10,38.05335,-120.4346451,2,,,,5,5,68,3,3,2,79,97,63,43,32,56,11,1,21
Cleghorn Fire Incident Information: ,San Bernardino,,110,8/17/13 17:25,8/18/13 20:55,34.3117,-117.475,,,,,,,,,,,73,93,57,55,53,87,24,1,27
Plumas Lightning Complex (Hough) Incident Information: ,Plumas,,513,8/18/13 18:30,8/25/13 13:15,40.14769375,-120.4358995,,,,,,,,,,,,84,46,,,,,1,0
Shirley Fire Incident Information: ,Kern,,794,8/18/13 23:12,8/24/13 13:45,35.18317804,-116.2629569,,,,,,,,,,,88,97,81,43,20,24,16,1,34
Burney Lightning Series (Warner Fire) Incident Information: ,Shasta,,7,8/19/13 17:48,8/23/13 19:15,41.0038009,-121.4388043,,,,,1,10,225,3,4,7,,,,,,,,1,0
Gobblers Fire Incident Information: ,San Bernardino,,413,8/20/13 13:32,8/20/13 13:32,34.20135,-117.448046,,,,,,,,,,,75,90,61,61,65,100,35,1,24
Deer Fire Incident Information: ,Tehama,,11429,8/23/13 14:15,8/29/13 16:45,40.0180002,-121.8324867,5,,,,3,36,898,30,5,8,73,90,61,52,49,72,22,1,13
Fish Fire Incident Information: ,Tulare,,2060,8/24/13 14:31,9/24/13 20:15,36.3127167,-118.3220313,,,,,,,,,,,,,,,,,,1,0
Empire Fire Incident Information: ,El Dorado,,38,8/24/13 14:54,8/24/13 11:45,38.02323765,-119.6250555,,,,,,,,,,,54,75,32,25,36,69,12,1,26
Little Fire Incident Information: ,San Bernardino,,97,8/24/13 15:09,8/30/13 08:00,34.60448278,-117.492849,,,,,,,,,,,77,97,57,30,24,56,5,1,29
